amount,hour_of_day,is_international,distance_from_home,avg_monthly_spend,num_txns_last_24h,ratio_to_avg_amount,is_fraud,bank_id,cat_entertainment,cat_food,cat_gas,cat_online,cat_retail,cat_travel
99.09281969984117,17,0,41.40126277450018,781.370694173087,1,1.5996702415066157,0,A,False,False,False,False,True,False
46.25098858748697,22,0,4.063245093421902,1382.226797893282,5,0.37727640091728626,1,A,True,False,False,False,False,False
118.77444159821053,12,1,3.1507531624345404,1679.774161573748,3,0.5651529395955752,0,A,False,False,False,True,False,False
339.5549629431532,16,0,14.113035632693492,398.90611442800383,1,0.8953328283034309,0,A,False,False,True,False,False,False
41.223807868001316,3,0,13.553468663516048,1226.338288958887,1,0.9903168641262374,0,A,True,False,False,False,False,False
41.2246200398026,13,0,10.703258834783682,126.72468232302528,3,2.1406404692617484,0,A,False,False,False,True,False,False
363.2369508989553,19,0,0.06544041330764656,1010.404014605466,4,1.0240329651905609,0,A,False,False,False,False,False,True
137.1289432764146,12,0,12.153247324038357,1743.4126820026722,2,0.9813948605578657,0,A,False,False,True,False,False,False
31.082057917775252,2,0,40.500796744356165,1435.8844756435396,7,1.0995704063991765,1,A,False,False,False,True,False,False
104.69716627282035,17,0,6.110000788831536,2079.750700869493,4,1.7681606977769861,0,A,True,False,False,False,False,False
31.308786237734484,13,1,51.44357938455987,1451.515965633861,1,0.6984553168310164,1,A,False,False,False,False,False,True
31.222041249947203,14,0,6.618483170876844,710.6146348939845,4,0.44013675126174145,0,A,False,False,False,True,False,False
72.99235618557107,2,0,2.2598058138842556,320.0985067178356,4,1.0486284738118783,1,A,False,False,False,True,False,False
5.496237165709297,0,1,7.622522741561404,1200.5348632505654,4,1.0433670384891394,1,A,True,False,False,False,False,False
6.890189587564418,23,0,10.236412025660876,1608.477943334183,4,0.9138905349214215,0,A,False,False,True,False,False,False
27.80608731552285,16,0,14.892086699351527,268.79744108799423,2,2.271509502465809,0,A,False,False,False,False,False,True
16.19338224849221,2,0,10.544271140574768,1514.921375289404,3,1.526716368735964,0,A,False,False,False,False,True,False
79.60658369086617,13,0,11.541310399429953,1176.373249097594,2,0.3862438457032708,0,A,False,True,False,False,False,False
18.36361221127824,2,0,0.3654207265485374,819.1382144763047,3,0.7779971596030307,0,A,False,False,True,False,False,False
10.026539809923282,12,0,4.3878097754669225,1559.015347007707,1,1.2823330830018005,0,A,False,False,False,False,False,True
316.9609317863122,14,0,5.581107609256716,879.8039083729834,3,1.2338069770457296,0,A,False,False,False,True,False,False
41.64029962875137,17,1,65.24459738711175,835.8306659686704,0,1.7374437899513804,1,A,False,False,False,False,False,True
59.206648754477484,13,0,5.2554465512828825,396.6158199884195,1,2.128239895844263,0,A,False,True,False,False,False,False
9.877922106601407,20,0,34.034186715024134,1515.9231113763144,3,1.222799501768475,0,A,True,False,False,False,False,False
28.40998678093474,2,0,5.451959068021464,385.7296076949801,3,1.35702141668078,0,A,False,True,False,False,False,False
62.37141688248189,18,0,1.5157196047746155,634.4258630152589,2,0.502066165832086,0,A,False,False,False,False,True,False
13.7193563384931,7,0,4.267654598570592,1579.135051396003,3,0.7111027529198444,0,A,False,False,False,False,True,False
85.69869706233361,3,0,4.7788915506173595,959.1159631746755,4,0.758653207547503,0,A,False,True,False,False,False,False
26.555412089611103,3,0,57.421153121321275,4303.839495584814,2,0.4917796080751844,1,A,False,False,True,False,False,False
38.47341565224877,18,0,16.826287297459857,1762.1428020917044,2,1.4614902875417144,0,A,False,False,True,False,False,False
26.521402945294867,10,0,40.25350953771628,2000.3337534399589,4,1.063915233601679,0,A,False,False,False,True,False,False
504.079413138774,0,0,27.026694556214846,2171.451329742026,6,2.5015783171413166,1,A,False,False,False,False,True,False
53.720964747848015,7,1,12.962537939007511,904.112178942657,1,1.3871276307227178,1,A,False,False,False,True,False,False
15.344343204802275,14,0,16.876866339586545,716.6096895407788,3,1.176922039872165,0,A,False,False,False,False,True,False
146.50417033812855,0,0,14.705927956255737,415.26822828406955,2,2.1828830424520693,0,A,False,True,False,False,False,False
12.616274658028534,6,0,16.46103149726227,342.79443114274784,2,0.6973069987491594,0,A,False,False,True,False,False,False
70.1500355981342,20,0,4.613653318353788,2746.0106237542905,3,0.40292305746026585,0,A,False,False,True,False,False,False
5.198633753450879,19,0,7.866900626884418,666.6285432673305,2,1.5997110799598453,0,A,False,True,False,False,False,False
11.09147440215336,19,0,13.46997880401917,2242.017228057415,5,1.2308407305029287,1,A,False,False,False,True,False,False
69.14691770275763,23,0,0.5488467112673396,337.81554296918125,2,0.9352380411942831,1,A,False,False,False,True,False,False
132.44399753862692,10,0,9.890896737047981,947.549407401304,0,0.7866689329621464,0,A,False,False,False,False,False,True
67.06363450839322,13,0,29.462464205267654,3023.4760686351865,3,0.6954340626771742,0,A,False,False,False,False,True,False
47.523392387591564,21,0,10.169969500887468,1356.770680638159,2,0.995891786151713,0,A,False,False,False,True,False,False
38.04141996900172,15,0,12.05526168342637,1385.7596738435502,5,1.1106725506680704,1,A,False,True,False,False,False,False
9.260644174868329,13,0,3.38291688003695,686.0577380193351,2,1.4186987850428532,0,A,False,False,False,True,False,False
23.015938401834624,11,0,23.72320828633239,532.6376054131953,3,0.4881144057400802,0,A,False,False,True,False,False,False
31.413366116716254,16,1,6.668039427442144,1057.8877163155873,2,1.7414620925517348,1,A,False,False,False,False,True,False
194.13361739881734,13,0,47.05513639208193,445.6178370239908,6,0.9057123781905564,0,A,True,False,False,False,False,False
82.46236005574482,9,0,76.04338394670978,1006.2981738132661,4,1.0322653728353761,0,A,False,False,False,False,False,True
6.582086639723005,23,1,37.154174094510104,2404.240218229354,7,0.6900588438418266,1,A,False,False,False,False,True,False
80.55182477223838,13,0,1.3304477648935082,397.96299229936346,0,1.261119565450843,0,A,False,False,True,False,False,False
34.3946580645791,17,0,6.078598000814258,1833.0618193519988,3,2.5069241016171793,0,A,False,False,True,False,False,False
24.232473156419946,21,0,43.54391529804957,2432.628902036544,1,1.4838418003563296,0,A,False,False,True,False,False,False
113.75096560259378,8,0,24.48547830255156,890.5265386919666,2,0.8015567442780291,0,A,False,False,True,False,False,False
188.14245720936037,16,0,36.31775761442786,1126.2971528042353,4,0.41614889179352943,0,A,False,True,False,False,False,False
166.92358668464297,5,1,12.748881418757176,747.2597516906433,2,0.7363364210163659,0,A,False,False,False,False,False,True
19.944211924306437,7,0,9.820370287875678,855.7398193597046,9,0.7604346242302839,0,A,True,False,False,False,False,False
37.67305618840236,12,0,1.6890723360594846,2110.111776447583,3,1.2306058408195488,0,A,False,False,True,False,False,False
81.24880534733028,17,0,27.439260685962772,1958.624447912109,2,0.7199586723367832,0,A,False,False,True,False,False,False
176.02995026958692,4,0,20.505704696838592,1502.2928294443564,6,0.6756811335514432,0,A,False,False,False,True,False,False
30.72236572481256,5,0,0.9102152116548874,1783.505246562424,1,0.8366577474011542,1,A,False,False,False,False,False,True
43.69393162329185,20,0,3.5247237317459215,1286.9398796346002,4,0.9760793250354711,0,A,False,False,False,False,True,False
14.474638241466018,18,0,12.22218388593485,410.9632957490862,3,0.8505170276687168,0,A,False,False,False,False,False,True
12.994836043245911,3,0,17.299309517161014,2568.80979867283,4,0.8158575084511461,0,A,False,False,False,False,False,True
144.7533105311418,6,0,2.2217633610444367,536.5749205900225,5,0.5069158628010133,1,A,True,False,False,False,False,False
277.9630063868281,3,0,4.212082921812666,1012.2063695946541,3,1.2496256875445793,0,A,False,False,False,False,False,True
50.07830368450231,10,0,3.2185228453572963,2170.2562945856785,6,0.5961220465601583,1,A,True,False,False,False,False,False
182.0423727834384,11,0,3.7268656332417094,357.45629358916676,3,1.578198198115771,0,A,False,False,True,False,False,False
84.26471645963721,13,1,38.02023985060813,1807.3718846453685,6,1.742335292412353,1,A,False,False,True,False,False,False
25.175122246804545,12,0,18.872189045113707,422.55027904810316,4,0.5396348020264036,0,A,False,True,False,False,False,False
84.24040930499022,9,0,20.040121487278125,1764.8008887844446,3,2.3776279185649996,0,A,True,False,False,False,False,False
345.72507550926656,17,0,23.697845215217264,2870.1924679255512,5,1.7334818566416663,0,A,True,False,False,False,False,False
52.30064758246174,15,0,6.614201501563459,607.8798868283553,2,1.0867594803977152,0,A,False,False,False,False,True,False
356.94167282069765,4,0,21.862642139368326,547.8063633972973,2,0.6102525385031299,0,A,False,False,False,True,False,False
2.3544469875950256,7,0,57.53523396272405,1165.4112273012752,3,0.27802088497216165,0,A,False,False,False,False,False,True
